season,episode,character,line
S01,E02,Ross," What, it's gonna be Helen Willick?"
S01,E02,Ross," Well, wait a minute, wha- why is she in the title?"
S01,E02,Ross," Oh, 's'funny, really? Um, I don't remember you making any sperm."
S01,E02,Ross," No no no, she gets a credit, hey, I'm in there too."
S01,E02,Ross," Of course not, I'm... suggesting Geller-Willick-Bunch."
S01,E02,Ross," My way?! You-you think this is my way? Believe me, of all the ways I ever imagined this moment in my life being, this is not my way- y'know what? Uh, um, this is too hard. I'm not, I can't do-"
S01,E02,Ross," You- uh- y'know what, I'm gonna go. I don't- I don't think I can be involved in this particular thing right now."
S01,E02,Ross, Oh my God.
S01,E02,Ross, Well? Isn't that amazing?
S01,E02,Joey, What are we supposed to be seeing here?
S01,E02,Chandler," I dunno, but.. I think it's about to attack the Enterprise."
S01,E02,Phoebe," You know, if you tilt your head to the left, and relax your eyes, it kinda looks like an old potato."
S01,E02,Ross," Then don't do that, alright?"
S01,E02,Phoebe, Okay!
S01,E02,Ross, Monica. Whaddya think?
S01,E02,Monica,  Mm-hmm.
S01,E02,Ross, Wh- are you welling up?
S01,E02,Monica, No.
S01,E02,Ross," You are, you're welling up."
S01,E02,Monica, Am not!
S01,E02,Ross, You're gonna be an aunt.
S01,E02,Monica,  Oh shut up!
S01,E02,Rachel,"  Hi, Mindy. Hi, it-it's Rachel. Yeah, I'm fine. I-I saw Barry today. Oh, yeah, yeah he-he told me. No, no, it's okay. I hope you two are very happy, I really do. Oh, oh, and Mind, y'know, if-if everything works out, and you guys end up getting married and having kids- and everything- I just hope they have his old hairline and your old nose.   Okay, I know it was a cheap shot, but I feel so much better now."
S01,E03,Phoebe,  Hi guys!
S01,E03,Ross," Hey. Oh, oh, how'd it go?"
S01,E03,Phoebe," Um, not so good. He walked me to the subway and said 'We should do this again!'"
S01,E03,Rachel," What? He said 'we should do it again', that's good, right?"
S01,E03,Monica," Uh, no. Loosely translated 'We should do this again' means 'You will never see me naked'."
S01,E03,Rachel, Since when?
S01,E03,Joey," Since always. It's like dating language. Y'know, like 'It's not you' means 'It is you'."
S01,E03,Chandler, Or 'You're such a nice guy' means 'I'm gonna be dating leather-wearing alcoholics and complaining about them to you'.
S01,E03,Phoebe," Or, or, y'know, um, 'I think we should see other people' means 'Ha, ha, I already am'."
S01,E03,Rachel, And everybody knows this?
S01,E03,Joey, Yeah. Cushions the blow.
S01,E03,Chandler," Yeah, it's like when you're a kid, and your parents put your dog to sleep, and they tell you it went off to live on some farm."
S01,E03,Ross," That's funny, that, no, because, uh, our parents actually did, uh, send our dog off to live on a farm."
S01,E03,Monica," Uh, Ross."
S01,E03,Ross," What? Wh- hello? The Millners' farm in Connecticut? The Millners, they had this unbelievable farm, they had horses, and, and rabbits that he could chase and it was- it w- .....Oh my God, Chi Chi!"
S01,E03,Chandler," ""So how does it feel knowing you're about to die?"""
S01,E03,Joey," ""Warden, in five minutes my pain will be over. But you'll have to live with the knowledge that you sent an honest man to die."""
S01,E03,Chandler," Hey, that was really good!"
S01,E03,Joey, Thanks! Let's keep going.
S01,E03,Chandler," Okay. ""So. Whaddya want from me, Damone, huh?"""
S01,E03,Joey," ""I just wanna go back to my cell. 'Cause in my cell, I can smoke."""
S01,E03,Chandler," ""Smoke away."""
S01,E03,Chandler, I think this is probably why Damone smokes in his cell alone.
S01,E03,Joey, What?
S01,E03,Chandler, Relax your hand!
S01,E03,Chandler, Not so much!
S01,E03,Joey, Whoah!
S01,E03,Chandler, Hey!
S01,E03,Joey, Hey!
S01,E03,Chandler," Alright, now try taking a puff."
S01,E03,Chandler, Alright.. okay. No. Give it to me.
S01,E03,Joey," No no no, I am not giving you a cigarette."
S01,E03,Chandler," It's fine, it's fine. Look, do you wanna get this part, or not? Here."
S01,E03,Chandler," Don't think of it as a cigarette. Think of it as the thing that's been missing from your hand. When you're holding it, you feel right. You feel complete."
S01,E03,Joey, Y'miss it?
S01,E03,Chandler," Nah, not so much. Alright, now we smoke.  Oh.. my.. God. "
S01,E03,Monica," No, no, no. They say it's the same as the distance from the tip of a guy's thumb to the tip of his index finger."
S01,E03,Joey, That's ridiculous!
S01,E03,Ross, Can I use.. either thumb?
S01,E03,Rachel,"  Alright, don't tell me, don't tell me!  Decaf cappucino for Joey.. Coffee black.. Late.. And an iced tea. I'm getting pretty good at this!"
S01,E03,Rachel,  Good for me!
S01,E03,Joey," Y'okay, Phoebe?"
S01,E03,Phoebe," Yeah- no- I'm just- it's, I haven't worked- It's my bank."
S01,E03,Monica, What did they do to you?
S01,E03,Phoebe," It's nothing, it's just- Okay. I'm going through my mail, and I open up their monthly, you know, STATEMENT-"
S01,E03,Ross, Easy.
S01,E03,Phoebe, - and there's five hundred extra dollars in my account.
S01,E03,Chandler," Oh, Satan's minions at work again..."
S01,E03,Phoebe," Yes, 'cause now I have to go down there, and deal with them."
S01,E03,Joey, What are you talking about? Keep it!
S01,E03,Phoebe," It's not mine, I didn't earn it, if I kept it, it would be like stealing."
S01,E03,Rachel," Yeah, but if you spent it, it would be like shopping!"
S01,E03,Phoebe," Okay. Okay, let's say I bought a really great pair of shoes. Do you know what I'd hear, with every step I took? 'Not-mine. Not-mine. Not-mine.' And even if I was happy, okay, and, and skipping- 'Not-not-mine, not-not-mine, not-not-mine, not-not-mine'..."
S01,E03,Monica, We're with you. We got it.
S01,E03,Phoebe, Okay. I'd- just- I'd never be able to enjoy it. It would be like this giant karmic debt.
S01,E03,Rachel," Chandler, what are you doing?"
S01,E03,Monica,  Hey. Whaddya doing?
S01,E03,Ross, What is this?!
S01,E03,Chandler," I'm smoking. I'm smoking, I'm smoking."
S01,E03,Phoebe," Oh, I can't believe you! You've been so good, for three years!"
S01,E03,Chandler, And this- is my reward!
S01,E03,Ross," Hold on a second, alright? Just think about what you went through the last time you quit."
S01,E03,Chandler," Okay, so this time I won't quit!"
S01,E03,Chandler," All right! I'm putting it out, I'm putting it out. "
S01,E03,Phoebe," Oh, no! I- I can't drink this now!"
S01,E03,Monica," Alright. I'm gonna go change, I've got a date."
S01,E03,Rachel, This Alan again? How's it goin'?
S01,E03,Monica," 'S'going pretty good, y'know? It's nice, and, we're having fun."
S01,E03,Joey, So when do we get to meet the guy?
S01,E03,Monica," Let's see, today's Monday... Never."
S01,E03,Monica, No. Not after what happened with Steve.
S01,E03,Chandler, What are you talking about? We love Schhteve! Schhteve was schhexy!.. Sorry.
S01,E03,Monica," Look, I don't even know how I feel about him yet. Just give me a chance to figure that out."
S01,E03,Rachel," Well, then can we meet him?"
S01,E03,Monica, Nope. Schhorry.
S01,E03,Monica," I mean, why should I let them meet him? I mean, I bring a guy home, and within five minutes they're all over him. I mean, they're like- coyotes, picking off the weak members of the herd."
S01,E03,Monica," I know. I just wish that once, I'd bring a guy home that they actually liked."
S01,E03,Joey," Let it go, Ross."
S01,E03,Ross," Yeah, well, you didn't know Chi Chi."
S01,E03,Monica, Do you all promise?
S01,E03,Monica,  Chandler? Do you promise to be good?
S01,E03,Joey," You can come in, but your filter-tipped little buddy has to stay outside!"
S01,E03,Ross," Hey, Pheebs."
S01,E03,Phoebe," 'Dear Ms. Buffay. Thank you for calling attention to our error. We have credited your account with five hundred dollars. We're sorry for the inconvenience, and hope you'll accept this-  -football phone as our free gift.' Do you believe this?! Now I have a thousand dollars, and a football phone!"
S01,E03,Rachel, What bank is this?
S01,E03,Monica, Hey. It's him.  Who is it?
S01,E03,Joey,  Chandler! He's here!
S01,E03,Monica,"  Okay, please be good, please. Just remember how much you all like me."
S01,E03,Monica," Hi. Alan, this is everybody. Everybody, this is Alan."
S01,E03,Monica,"  Thanks. I'll call you tomorrow.  Okay. Okay, let's let the Alan-bashing begin. Who's gonna take the first shot, hmm?"
S01,E03,Monica, C'mon!
S01,E03,Ross," ...I'll go. Let's start with the way he kept picking at- no, I'm sorry, I can't do this, can't do this. We loved him."
S01,E03,Monica, Wait a minute! We're talking about someone that I'm going out with?
S01,E03,Rachel, And did you notice...? 
S01,E03,Joey, Know what was great? The way his smile was kinda crooked.
S01,E03,Phoebe," Yes, yes! Like the man in the shoe!"
S01,E03,Ross, ...What shoe?
S01,E03,Phoebe," From the nursery rhyme. 'There was a crooked man, Who had a crooked smile, Who lived in a shoe, For a... while...'"
S01,E03,Ross, ...So I think Alan will become the yardstick against which all future boyfriends will be measured.
S01,E03,Rachel," What future boyfriends? Nono, I th- I think this could be, y'know, it."
S01,E03,Monica, Really!
S01,E03,Chandler," Oh, yeah. I'd marry him just for his David Hasselhof impression alone. You know I'm gonna be doing that at parties, right? "
S01,E03,Ross," You know what I like most about him, though?"
S01,E03,Ross, The way he makes me feel about myself.
S01,E03,Monica, Hi.. how was the game?
S01,E03,Ross, Well..
S01,E03,Monica, Fantastic! I have one question: How is that possible?
S01,E03,Joey, Alan.
S01,E03,Ross," He was unbelievable. He was like that-that-that Bugs Bunny cartoon where Bugs is playing all the positions, right, but instead of Bugs it was first base-Alan, second base-Alan, third base-..."
S01,E03,Rachel," I mean, it-it was like, it was like he made us into a team."
S01,E03,Chandler," Yep, we sure showed those Hassidic jewellers a thing or two about softball.."
S01,E03,Monica, Can I ask you guys a question? D'you ever think that Alan is maybe.. sometimes..
S01,E03,Ross, What?
S01,E03,Monica," ..I dunno, a little too Alan?"
S01,E03,Rachel," Well, no. That's impossible. You can never be too Alan."
S01,E03,Ross," Yeah, it's his, uh, innate Alan-ness that-that-that we adore."
S01,E03,Chandler, I personally could have a gallon of Alan.
S01,E03,Phoebe," Hey, Lizzie."
S01,E03,Phoebe, I brought you alphabet soup.
S01,E03,Phoebe," Yes. But I left in the Ys. 'Cause, y'know, ""sometimes y"". Uh, I also have something else for you. "
S01,E03,Phoebe," No, but would you like a thousand dollars and a football phone?"
S01,E03,Phoebe, I know.
S01,E03,Phoebe," No, I want you to have it. I don't want it."
S01,E03,Phoebe," Oh, that's fine, no."
S01,E03,Phoebe," No. 'Cause you need that. No, it's okay, thanks."
S01,E03,Phoebe," Okay, alright, you buy me a soda, and then we're even. Okay?"
S01,E03,Phoebe, Okay.
S01,E03,Phoebe," No, I'm fine."
S01,E03,Phoebe, Huh!
S01,E03,Ross, A thumb?!
S01,E03,Phoebe," I know! I know, I opened it up and there it was, just floating in there, like this tiny little hitch-hiker!"
S01,E03,Chandler," Well, maybe it's a contest, y'know? Like, collect all five?"
S01,E03,Phoebe," Does, um, anyone wanna see?"
S01,E03,Rachel, It's worse than the thumb!
S01,E03,Chandler," Hey, this is so unfair!"
S01,E03,Monica," Oh, why is it unfair?"
S01,E03,Chandler," So I have a flaw! Big deal! Like Joey's constant knuckle-cracking isn't annoying? And Ross, with his over-pronouncing every single word? And Monica, with that snort when she laughs? I mean, what the hell is that thing? ...I accept all those flaws, why can't you accept me for this?"
S01,E03,Joey, ...Does the knuckle-cracking bother everybody?
S01,E03,Rachel," Well, I-I could live without it."
S01,E03,Joey," Well, is it, like, a little annoying, or is it like when Phoebe chews her hair?"
S01,E03,Ross," Oh, now, don't listen to him, Pheebs, I think it's endearing."
S01,E03,Joey," Oh,  ""you do, do you""?"
S01,E03,Ross," You know, there's nothing wrong with speaking correctly."
S01,E03,Rachel," ""Indeed there isn't""... I should really get back to work."
S01,E03,Phoebe," Yeah, 'cause otherwise someone might get what they actually ordered."
S01,E03,Rachel," Ohh-ho-hooohhh. The hair comes out, and the gloves come on."
S01,E03,Monica, Did you ever go out with a guy your friends all really like?
S01,E03,Monica," Okay.. Well, I'm going out with a guy my friends all really like."
S01,E03,Monica," Can you believe it? ...Y'know what? I just don't feel the thing. I mean, they feel the thing, I don't feel the thing."
S01,E03,Monica, I know.. it's gonna be really hard.
S01,E03,Monica," No, he'll be fine. It's the other five I'm worried about."
S01,E03,Joey, Do you have any respect for your body?
S01,E03,Ross, Don't you realise what you're-you're doing to yourself?
S01,E03,Chandler," Hey, y'know, I have had it with you guys and your cancer and your emphysema and your heart disease. The bottom line is, smoking is cool, and you know it."
S01,E03,Rachel,"  Chandler? It's Alan, he wants to speak to you."
S01,E03,Chandler," Really? He does?  Hey, buddy, what's up! Oh, she told you about that, huh. Well, yeah, I have one now and then. Well, yeah, now. Well, it's not that big- ..well, that's true,.. Gee, y'know, no-one- no-one's ever put it like that before. Well, okay, thanks! "
S01,E03,Rachel,"  God, he's good."
S01,E03,Ross, If only he were a woman.
S01,E03,Rachel, Yeah.
S01,E03,Chandler," Ooh, Lambchop. How old is that sock? If I had a sock on my hand for thirty years it'd be talking too."
S01,E03,Ross, Okay. I think it's time to change somebody's nicotine patch. 
S01,E03,Monica,  Hey. Where's Joey?
S01,E03,Chandler," Joey ate my last stick of gum, so I killed him. Do you think that was wrong?"
S01,E03,Rachel, I think he's across the hall.
S01,E03,Monica, Thanks. 
S01,E03,Ross,  There y'go.
S01,E03,Chandler,"  Ooh, I'm alive with pleasure now."
S01,E03,Ross," Hey Pheebs, you gonna have the rest of that Pop-Tart?.. Pheebs?"
S01,E03,Phoebe, Does anyone want the rest of this Pop-Tart?
S01,E03,Ross," Hey, I might!"
S01,E03,Phoebe," Sorry. ..Y'know, those stupid soda people gave me seven thousand dollars for the thumb."
